,month,province,quarter_x,year,totalcases,numdeaths,population,quarter_y,numtotal_atleast1dose,numtotal_fully,quarter,vaccination_score_atleast1dose,vaccination_score_fully,new_cases,new_deaths,new_vaccination,death_score,new_death_score,case_score,new_case_score,new_death_by_case
198,6,Northwest Territories,2,2022,11508,22,,,35159.0,33706.0,2.0,,,42.0,0.0,32.0,,,,,0.0
199,2,Nova Scotia,1,2020,0,0,,,,,,,,,,,,,,,
200,3,Nova Scotia,1,2020,102,0,,,,,,,,102.0,0.0,,,,,,0.0
201,4,Nova Scotia,2,2020,849,20,979075.0,2.0,,,,,,747.0,20.0,,2.0427444271378596e-05,2.0427444271378596e-05,0.0008671450093200215,0.0007629650435359906,0.02677376171352075
202,5,Nova Scotia,2,2020,1055,59,,,,,,,,206.0,39.0,,,,,,0.18932038834951456
203,6,Nova Scotia,2,2020,1061,63,,,,,,,,6.0,4.0,,,,,,0.6666666666666666
204,7,Nova Scotia,3,2020,1067,63,981691.0,3.0,,,,,,6.0,0.0,,6.417497970338935e-05,0.0,0.0010869000530716896,6.111902828894224e-06,0.0
205,8,Nova Scotia,3,2020,1084,65,,,,,,,,17.0,2.0,,,,,,0.11764705882352941
206,9,Nova Scotia,3,2020,1087,65,,,,,,,,3.0,0.0,,,,,,0.0
207,10,Nova Scotia,4,2020,1110,65,981266.0,4.0,,,,,,23.0,0.0,,6.624095810921809e-05,0.0,0.0011311917461728012,2.3439108254031018e-05,0.0
208,11,Nova Scotia,4,2020,1272,65,,,,,,,,162.0,0.0,,,,,,0.0
209,12,Nova Scotia,4,2020,1469,65,,,2218.0,0.0,4.0,,,197.0,0.0,,,,,,0.0
210,1,Nova Scotia,1,2021,1578,65,981793.0,1.0,12090.0,2729.0,1.0,0.012314204725436,0.0027796083288432,109.0,0.0,9872.0,6.620540174965598e-05,0.0,0.0016072634455531868,0.00011102136601096158,0.0
211,2,Nova Scotia,1,2021,1633,65,,,19734.0,12618.0,1.0,,,55.0,0.0,7644.0,,,,,0.0
212,3,Nova Scotia,1,2021,1705,66,,,64681.0,24294.0,1.0,,,72.0,1.0,44947.0,,,,,0.013888888888888888
213,4,Nova Scotia,2,2021,2034,67,985238.0,2.0,238566.0,34815.0,2.0,0.2421404777322839,0.0353366394718839,329.0,1.0,173885.0,6.800387317582148e-05,1.0149831817286788e-06,0.0020644757916361326,0.00033392946678873533,0.00303951367781155
214,5,Nova Scotia,2,2021,5501,83,,,537868.0,43461.0,2.0,,,3467.0,16.0,299302.0,,,,,0.004614940871070089
215,6,Nova Scotia,2,2021,5820,91,,,698309.0,168241.0,2.0,,,319.0,8.0,160441.0,,,,,0.025078369905956112
216,7,Nova Scotia,3,2021,5886,93,991117.0,3.0,736474.0,617379.0,3.0,0.7430747328519236,0.622912330229428,66.0,2.0,38165.0,9.383352318646538e-05,2.0179252298164594e-06,0.005938753951349841,6.659153258394316e-05,0.030303030303030304
217,8,Nova Scotia,3,2021,6014,94,,,755395.0,687598.0,3.0,,,128.0,1.0,18921.0,,,,,0.0078125
218,9,Nova Scotia,3,2021,6511,95,,,778358.0,721789.0,3.0,,,497.0,1.0,22963.0,,,,,0.002012072434607646
219,10,Nova Scotia,4,2021,7371,100,998387.0,4.0,809673.0,763168.0,4.0,0.8109811125345182,0.7644009787787701,860.0,5.0,31315.0,0.00010016156059724336,5.008078029862168e-06,0.0073829086316228075,0.0008613894211362929,0.005813953488372093
220,11,Nova Scotia,4,2021,8183,109,,,823590.0,790048.0,4.0,,,812.0,9.0,13917.0,,,,,0.011083743842364532
221,12,Nova Scotia,4,2021,14301,111,,,868894.0,803331.0,4.0,,,6118.0,2.0,45304.0,,,,,0.00032690421706440013
222,1,Nova Scotia,1,2022,37200,142,1002441.0,1.0,887053.0,813733.0,1.0,0.884892976244986,0.8117515145529762,22899.0,31.0,18159.0,0.00014165422204399063,3.0924513263124714e-05,0.037109415915749656,0.022843239652009444,0.0013537709070265077
223,2,Nova Scotia,1,2022,45351,192,,,896522.0,843118.0,1.0,,,8151.0,50.0,9469.0,,,,,0.00613421666053245
224,3,Nova Scotia,1,2022,53825,241,,,898705.0,849216.0,1.0,,,8474.0,49.0,2183.0,,,,,0.005782393202737786
225,4,Nova Scotia,2,2022,89225,330,1007360.0,2.0,899803.0,853043.0,2.0,0.893228835768742,0.8468104749047014,35400.0,89.0,1098.0,0.0003275889453621347,8.83497458703939e-05,0.08857310196950445,0.03514135959339263,0.0025141242937853107
226,5,Nova Scotia,2,2022,99688,397,,,900733.0,855308.0,2.0,,,10463.0,67.0,930.0,,,,,0.006403517155691484
227,6,Nova Scotia,2,2022,106633,441,,,901462.0,856948.0,2.0,,,6945.0,44.0,729.0,,,,,0.0063354931605471565
228,7,Nova Scotia,3,2022,115417,468,1019725.0,3.0,902193.0,858015.0,3.0,0.8847414744171223,0.8414180293706637,8784.0,27.0,731.0,0.0004589472651940474,2.647772683811812e-05,0.11318443698055848,0.008614087131334429,0.0030737704918032786
229,8,Nova Scotia,3,2022,121380,496,,,905508.0,859437.0,3.0,,,5963.0,28.0,3315.0,,,,,0.004695623008552742
230,9,Nova Scotia,3,2022,125474,541,,,907253.0,860389.0,3.0,,,4094.0,45.0,1745.0,,,,,0.010991695163654128
231,10,Nova Scotia,4,2022,130534,598,,,908614.0,861971.0,4.0,,,5060.0,57.0,1361.0,,,,,0.011264822134387351
232,11,Nova Scotia,4,2022,131825,628,,,909865.0,863894.0,4.0,,,1291.0,30.0,1251.0,,,,,0.023237800154918668
233,2,Nunavut,1,2020,0,0,,,,,,,,,,,,,,,
234,3,Nunavut,1,2020,0,0,,,,,,,,0.0,0.0,,,,,,
235,4,Nunavut,2,2020,0,0,38834.0,2.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,
236,5,Nunavut,2,2020,0,0,,,,,,,,0.0,0.0,,,,,,
237,6,Nunavut,2,2020,0,0,,,,,,,,0.0,0.0,,,,,,
238,7,Nunavut,3,2020,0,0,39157.0,3.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,
239,8,Nunavut,3,2020,0,0,,,,,,,,0.0,0.0,,,,,,
240,9,Nunavut,3,2020,0,0,,,,,,,,0.0,0.0,,,,,,
241,10,Nunavut,4,2020,0,0,39254.0,4.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,
242,11,Nunavut,4,2020,166,0,,,,,,,,166.0,0.0,,,,,,0.0
243,12,Nunavut,4,2020,264,1,,,0.0,0.0,4.0,,,98.0,1.0,,,,,,0.01020408163265306
244,1,Nunavut,1,2021,289,1,39405.0,1.0,5464.0,0.0,1.0,0.13866260626824,0.0,25.0,0.0,5464.0,2.537749016622256e-05,0.0,0.00733409465803832,0.0006344372541555641,0.0
245,2,Nunavut,1,2021,356,1,,,7396.0,5081.0,1.0,,,67.0,0.0,1932.0,,,,,0.0
246,3,Nunavut,1,2021,395,4,,,13141.0,6857.0,1.0,,,39.0,3.0,5745.0,,,,,0.07692307692307693
247,4,Nunavut,2,2021,453,4,39519.0,2.0,15158.0,12180.0,2.0,0.3835623371036716,0.3082061793061565,58.0,0.0,2017.0,0.00010121713606113515,0.0,0.011462840658923557,0.0014676484728864596,0.0
248,5,Nunavut,2,2021,645,4,,,17230.0,14943.0,2.0,,,192.0,0.0,2072.0,,,,,0.0
249,6,Nunavut,2,2021,657,4,,,21050.0,16151.0,2.0,,,12.0,0.0,3820.0,,,,,0.0
250,7,Nunavut,3,2021,657,4,39711.0,3.0,22920.0,19808.0,3.0,0.5771700536375312,0.4988038578731334,0.0,0.0,1870.0,0.00010072775805192516,0.0,0.016544534260028707,0.0,
251,8,Nunavut,3,2021,657,4,,,23696.0,20880.0,3.0,,,0.0,0.0,776.0,,,,,
252,9,Nunavut,3,2021,663,4,,,24701.0,21655.0,3.0,,,6.0,0.0,1005.0,,,,,0.0
253,10,Nunavut,4,2021,674,4,39921.0,4.0,26260.0,22977.0,4.0,0.6577991533278225,0.5755617344254903,11.0,0.0,1559.0,0.00010019789083439794,0.0,0.01688334460559605,0.0002755441997945943,0.0
254,11,Nunavut,4,2021,674,4,,,27196.0,24010.0,4.0,,,0.0,0.0,936.0,,,,,
255,12,Nunavut,4,2021,695,4,,,30150.0,25173.0,4.0,,,21.0,0.0,2954.0,,,,,0.0
256,1,Nunavut,1,2022,1657,5,40003.0,1.0,31672.0,26536.0,1.0,0.791740619453541,0.6633502487313452,962.0,1.0,1522.0,0.00012499062570307226,2.4998125140614454e-05,0.04142189335799815,0.024048196385271104,0.0010395010395010396
257,2,Nunavut,1,2022,2690,5,,,32635.0,28597.0,1.0,,,1033.0,0.0,963.0,,,,,0.0
258,3,Nunavut,1,2022,3441,6,,,32932.0,29419.0,1.0,,,751.0,1.0,297.0,,,,,0.0013315579227696406
259,4,Nunavut,2,2022,3506,7,40403.0,2.0,33105.0,30036.0,2.0,0.819369848773606,0.7434101428111773,65.0,1.0,173.0,0.00017325446130237853,2.475063732891122e-05,0.08677573447516274,0.0016087914263792293,0.015384615384615385
260,2,Ontario,1,2020,8,0,,,,,,,,,,,,,,,
261,3,Ontario,1,2020,993,0,,,,,,,,985.0,0.0,,,,,,0.0
262,4,Ontario,2,2020,13995,807,14718133.0,2.0,,,,,,13002.0,807.0,,5.4830323927634026e-05,5.4830323927634026e-05,0.0009508678852134302,0.0008834000888563787,0.06206737425011537
263,5,Ontario,2,2020,27533,2227,,,,,,,,13538.0,1420.0,,,,,,0.10488993942975329
264,6,Ontario,2,2020,34476,2618,,,,,,,,6943.0,391.0,,,,,,0.05631571366844303
265,7,Ontario,3,2020,38543,2722,14726022.0,3.0,,,,,,4067.0,104.0,,0.00018484285844473137,7.062328169820743e-06,0.002617339563936547,0.0002761777756409708,0.025571674452913695
266,8,Ontario,3,2020,42083,2771,,,,,,,,3540.0,49.0,,,,,,0.01384180790960452
267,9,Ontario,3,2020,49340,2799,,,,,,,,7257.0,28.0,,,,,,0.0038583436681824445
268,10,Ontario,4,2020,75730,3085,14721852.0,4.0,,,,,,26390.0,286.0,,0.00020955243946210028,1.9426903625984013e-05,0.005144053886698494,0.0017925733800339793,0.01083743842364532
269,11,Ontario,4,2020,113038,3548,,,,,,,,37308.0,463.0,,,,,,0.012410206926128445
270,12,Ontario,4,2020,169411,4258,,,,,,,,56373.0,710.0,,,,,,0.012594681851240842
271,1,Ontario,1,2021,266363,6005,14740102.0,1.0,270795.0,68849.0,1.0,0.0183713111347533,0.0046708632002682,96952.0,1747.0,,0.0004073920248313071,0.00011852021105417045,0.018070634789365773,0.006577430739624461,0.018019226008746596
272,2,Ontario,1,2021,299754,6783,,,425162.0,261923.0,1.0,,,33391.0,778.0,154367.0,,,,,0.02329969153364679
273,3,Ontario,1,2021,340692,7111,,,1672351.0,309157.0,1.0,,,40938.0,328.0,1247189.0,,,,,0.008012115882554106
274,4,Ontario,2,2021,441404,7663,14773618.0,2.0,4268812.0,360337.0,2.0,0.2889483131349409,0.0243905724379769,100712.0,552.0,2596461.0,0.0005186948789389302,3.7363900975373804e-05,0.02987785388792373,0.006817016657666389,0.005480975454762094
275,5,Ontario,2,2021,529510,8478,,,8298869.0,689636.0,2.0,,,88106.0,815.0,4030057.0,,,,,0.009250221324313895
276,6,Ontario,2,2021,543917,8858,,,9864684.0,4169080.0,2.0,,,14407.0,380.0,1565815.0,,,,,0.02637606718956063
277,7,Ontario,3,2021,550436,9079,14809257.0,3.0,10485065.0,9037576.0,3.0,0.7080074982829996,0.6102653225614222,6519.0,221.0,620381.0,0.0006130624919265025,1.4923098437686644e-05,0.03716837380835514,0.00044019764124560737,0.03390090504678632
278,8,Ontario,3,2021,563591,9227,,,10797333.0,9913501.0,3.0,,,13155.0,148.0,312268.0,,,,,0.011250475104522996
279,9,Ontario,3,2021,583275,9422,,,11191067.0,10464086.0,3.0,,,19684.0,195.0,393734.0,,,,,0.009906523064417801
280,10,Ontario,4,2021,599615,9586,14901607.0,4.0,11497222.0,11020020.0,4.0,0.7715424249210169,0.739518898867753,16340.0,164.0,306155.0,0.0006432863247567863,1.100552443773346e-05,0.04023827765689969,0.0010965260323936876,0.01003671970624235
281,11,Ontario,4,2021,616051,9705,,,11678129.0,11253853.0,4.0,,,16436.0,119.0,180907.0,,,,,0.007240204429301534
282,12,Ontario,4,2021,687336,9857,,,12114044.0,11352387.0,4.0,,,71285.0,152.0,435915.0,,,,,0.002132285894648243
283,1,Ontario,1,2022,1026291,10945,14940912.0,1.0,12396636.0,11677203.0,1.0,0.8297107967706389,0.7815589168853949,338955.0,1088.0,282592.0,0.0007325523368319149,7.282018661243705e-05,0.06868998358333146,0.022686366133472975,0.0032098656163797555
284,2,Ontario,1,2022,1098695,11939,,,12489709.0,11947990.0,1.0,,,72404.0,994.0,93073.0,,,,,0.013728523286006298
285,3,Ontario,1,2022,1151090,12397,,,12518007.0,12042918.0,1.0,,,52395.0,458.0,28298.0,,,,,0.008741292108025576
286,4,Ontario,2,2022,1258137,12825,14996014.0,2.0,12537186.0,12083146.0,2.0,0.8360345622510088,0.8057571832088181,107047.0,428.0,19179.0,0.0008552272623911927,2.85409176065053e-05,0.0838980945203172,0.007138363567812086,0.003998243762085813
287,5,Ontario,2,2022,1301018,13223,,,12555600.0,12110509.0,2.0,,,42881.0,398.0,18414.0,,,,,0.009281499965019473
288,6,Ontario,2,2022,1321827,13388,,,12566850.0,12130628.0,2.0,,,20809.0,165.0,11250.0,,,,,0.007929261377288672
289,7,Ontario,3,2022,1371369,13656,15109416.0,3.0,12573708.0,12144279.0,3.0,0.8321769683222701,0.8037556845347299,49542.0,268.0,6858.0,0.0009038072682623869,1.7737283823544206e-05,0.09076254171570894,0.0032788825193508474,0.005409551491663639
290,8,Ontario,3,2022,1411638,13986,,,12611718.0,12161242.0,3.0,,,40269.0,330.0,38010.0,,,,,0.008194889368993518
291,9,Ontario,3,2022,1444227,14312,,,12644274.0,12176392.0,3.0,,,32589.0,326.0,32556.0,,,,,0.010003375372058056
292,10,Ontario,4,2022,1492399,14765,,,12658798.0,12189717.0,4.0,,,48172.0,453.0,14524.0,,,,,0.009403803039109856
293,11,Ontario,4,2022,1507773,15016,,,12670372.0,12204172.0,4.0,,,15374.0,251.0,11574.0,,,,,0.016326265122934825
294,2,Prince Edward Island,1,2020,0,0,,,,,,,,,,,,,,,
295,3,Prince Edward Island,1,2020,13,0,,,,,,,,13.0,0.0,,,,,,0.0
296,4,Prince Edward Island,2,2020,27,0,160390.0,2.0,,,,,,14.0,0.0,,0.0,0.0,0.00016833967204937965,8.728723735893759e-05,0.0
297,5,Prince Edward Island,2,2020,27,0,,,,,,,,0.0,0.0,,,,,,
298,6,Prince Edward Island,2,2020,27,0,,,,,,,,0.0,0.0,,,,,,
299,7,Prince Edward Island,3,2020,36,0,161305.0,3.0,,,,,,9.0,0.0,,0.0,0.0,0.00022317969064815103,5.579492266203776e-05,0.0
300,8,Prince Edward Island,3,2020,44,0,,,,,,,,8.0,0.0,,,,,,0.0
301,9,Prince Edward Island,3,2020,58,0,,,,,,,,14.0,0.0,,,,,,0.0
302,10,Prince Edward Island,4,2020,64,0,161455.0,4.0,,,,,,6.0,0.0,,0.0,0.0,0.0003963952804186925,3.716205753925242e-05,0.0
303,11,Prince Edward Island,4,2020,71,0,,,,,,,,7.0,0.0,,,,,,0.0
304,12,Prince Edward Island,4,2020,94,0,,,1147.0,0.0,4.0,,,23.0,0.0,,,,,,0.0
305,1,Prince Edward Island,1,2021,112,0,161662.0,1.0,5281.0,2565.0,1.0,0.0326669223441501,0.0158664373816976,18.0,0.0,4134.0,0.0,0.0,0.0006928035036062897,0.00011134342022243941,0.0
306,2,Prince Edward Island,1,2021,127,0,,,7366.0,5212.0,1.0,,,15.0,0.0,2085.0,,,,,0.0
307,3,Prince Edward Island,1,2021,156,0,,,15297.0,6399.0,1.0,,,29.0,0.0,7931.0,,,,,0.0
308,4,Prince Edward Island,2,2021,176,0,162866.0,2.0,39598.0,10279.0,2.0,0.2431323910453993,0.0631132341925263,20.0,0.0,24301.0,0.0,0.0,0.0010806429825746318,0.00012280033892893543,0.0
309,5,Prince Edward Island,2,2021,202,0,,,79894.0,13430.0,2.0,,,26.0,0.0,40296.0,,,,,0.0
310,6,Prince Edward Island,2,2021,207,0,,,114423.0,28349.0,2.0,,,5.0,0.0,34529.0,,,,,0.0
311,7,Prince Edward Island,3,2021,208,0,164758.0,3.0,124520.0,80243.0,3.0,0.7557751368674055,0.4870355308998652,1.0,0.0,10097.0,0.0,0.0,0.0012624576651816604,6.06950800568106e-06,0.0
312,8,Prince Edward Island,3,2021,230,0,,,128206.0,113247.0,3.0,,,22.0,0.0,3686.0,,,,,0.0
313,9,Prince Edward Island,3,2021,292,0,,,131514.0,121117.0,3.0,,,62.0,0.0,3308.0,,,,,0.0
314,10,Prince Edward Island,4,2021,317,0,166435.0,4.0,136054.0,128396.0,4.0,0.8174602697749872,0.7714483131552858,25.0,0.0,4540.0,0.0,0.0,0.0019046474599693575,0.00015020879021840358,0.0
315,11,Prince Edward Island,4,2021,366,0,,,138096.0,132372.0,4.0,,,49.0,0.0,2042.0,,,,,0.0
316,12,Prince Edward Island,4,2021,737,0,,,143591.0,134022.0,4.0,,,371.0,0.0,5495.0,,,,,0.0
317,1,Prince Edward Island,1,2022,7462,10,166858.0,1.0,148228.0,137055.0,1.0,0.888348176293615,0.8213870476692756,6725.0,10.0,4637.0,5.9931198983566867e-05,5.9931198983566867e-05,0.04472066068153759,0.04030373131644872,0.001486988847583643
318,2,Prince Edward Island,1,2022,13361,16,,,149486.0,141198.0,1.0,,,5899.0,6.0,1258.0,,,,,0.0010171215460247499
319,3,Prince Edward Island,1,2022,24747,17,,,149858.0,143316.0,1.0,,,11386.0,1.0,372.0,,,,,8.782715615668365e-05
320,4,Prince Edward Island,2,2022,34935,26,168358.0,2.0,150047.0,143778.0,2.0,0.8912377196212832,0.8540015918459474,10188.0,9.0,189.0,0.00015443281578540966,5.345751315648796e-05,0.2075042469024341,0.06051390489314437,0.0008833922261484099
321,5,Prince Edward Island,2,2022,37850,33,,,150208.0,144156.0,2.0,,,2915.0,7.0,161.0,,,,,0.0024013722126929675
322,6,Prince Edward Island,2,2022,40460,45,,,150342.0,144404.0,2.0,,,2610.0,12.0,134.0,,,,,0.004597701149425287
323,7,Prince Edward Island,3,2022,46818,49,170688.0,3.0,150494.0,144589.0,3.0,0.8816905699287589,0.8470952849643795,6358.0,4.0,152.0,0.0002870734908136483,2.3434570678665168e-05,0.2742899325084364,0.037249250093738286,0.0006291286568103177
324,8,Prince Edward Island,3,2022,49834,54,,,151064.0,144876.0,3.0,,,3016.0,5.0,570.0,,,,,0.0016578249336870027
325,9,Prince Edward Island,3,2022,51604,60,,,151533.0,145045.0,3.0,,,1770.0,6.0,469.0,,,,,0.003389830508474576
326,10,Prince Edward Island,4,2022,53561,69,,,151856.0,145396.0,4.0,,,1957.0,9.0,323.0,,,,,0.004598875830352581
327,11,Prince Edward Island,4,2022,53977,74,,,151856.0,145396.0,4.0,,,416.0,5.0,0.0,,,,,0.01201923076923077
328,2,Quebec,1,2020,0,0,,,,,,,,,,,,,,,
329,3,Quebec,1,2020,2368,44,,,,,,,,2368.0,44.0,,,,,,0.018581081081081082
330,4,Quebec,2,2020,22279,2092,8574709.0,2.0,,,,,,19911.0,2048.0,,0.00024397329402082334,0.00023884192454811003,0.002598222283694992,0.0023220613084362395,0.10285771683993772
331,5,Quebec,2,2020,44400,5137,,,,,,,,22121.0,3045.0,,,,,,0.1376520048822386
332,6,Quebec,2,2020,48230,5613,,,,,,,,3830.0,476.0,,,,,,0.12428198433420365
333,7,Quebec,3,2020,51498,5715,8576595.0,3.0,,,,,,3268.0,102.0,,0.0006663483585268979,1.1892831595755659e-05,0.0060044807991982835,0.0003810369966169558,0.031211750305997554
334,8,Quebec,3,2020,55193,5782,,,,,,,,3695.0,67.0,,,,,,0.018132611637347768
335,9,Quebec,3,2020,65273,5852,,,,,,,,10080.0,70.0,,,,,,0.006944444444444444
336,10,Quebec,4,2020,99959,6364,8578733.0,4.0,,,,,,34686.0,512.0,,0.0007418344876801737,5.9682472924614856e-05,0.011651953732561672,0.004043254405982795,0.014760998673816526
337,11,Quebec,4,2020,133885,7147,,,,,,,,33926.0,783.0,,,,,,0.023079643930908448
338,12,Quebec,4,2020,186322,8255,,,17216.0,0.0,4.0,,,52437.0,1108.0,,,,,,0.021130118046417606
339,1,Quebec,1,2021,254884,9984,8579010.0,1.0,239497.0,,1.0,0.0279166244123739,,68562.0,1729.0,222281.0,0.0011637706448646172,0.0002015384059466069,0.02971018800537591,0.00799183122528124,0.02521805081532044
340,2,Quebec,1,2021,279518,10518,,,431743.0,,1.0,,,24634.0,534.0,192246.0,,,,,0.02167735649914752
341,3,Quebec,1,2021,301134,10730,,,1218798.0,,1.0,,,21616.0,212.0,787055.0,,,,,0.009807549962990377
342,4,Quebec,2,2021,339011,10960,8585460.0,2.0,2773237.0,51745.0,2.0,0.3230155402273145,0.0060270503851861,37877.0,230.0,1554439.0,0.0012765769102645636,2.67894789562819e-05,0.03948664369760036,0.004411761280117781,0.006072286611928083
343,5,Quebec,2,2021,364996,11200,,,5077148.0,558178.0,2.0,,,25985.0,240.0,2303911.0,,,,,0.009236097748701174
344,6,Quebec,2,2021,369725,11264,,,5996065.0,2160492.0,2.0,,,4729.0,64.0,918917.0,,,,,0.013533516599703954
345,7,Quebec,3,2021,372896,11285,8602335.0,3.0,6239810.0,5016232.0,3.0,0.7253623580109354,0.5831244656247403,3171.0,21.0,243745.0,0.0013118531189496806,2.441197651567859e-06,0.04334823045138326,0.0003686208453867467,0.006622516556291391
346,8,Quebec,3,2021,383764,11297,,,6459256.0,5961147.0,3.0,,,10868.0,12.0,219446.0,,,,,0.001104158998895841
347,9,Quebec,3,2021,403084,11372,,,6655867.0,6348319.0,3.0,,,19320.0,75.0,196611.0,,,,,0.0038819875776397515
348,10,Quebec,4,2021,420963,11516,8630187.0,4.0,6771585.0,6570886.0,4.0,0.7846394290181661,0.7613839653764165,17879.0,144.0,115718.0,0.0013343859177095468,1.6685617588587594e-05,0.04877796970100416,0.002071681644905261,0.008054141730521842
349,11,Quebec,4,2021,440435,11592,,,6879325.0,6661236.0,4.0,,,19472.0,76.0,107740.0,,,,,0.0039030402629416597
350,12,Quebec,4,2021,547901,11713,,,7237204.0,6730721.0,4.0,,,107466.0,121.0,357879.0,,,,,0.001125937505815793
351,1,Quebec,1,2022,861296,13425,8637650.0,1.0,7347364.0,6921928.0,1.0,0.8506207128096184,0.8013670384884778,313395.0,1712.0,110160.0,0.0015542421839273414,0.00019820205727252204,0.09971415836483302,0.03628243793161334,0.005462754670623335
352,2,Quebec,1,2022,920179,14216,,,7378905.0,7100097.0,1.0,,,58883.0,791.0,31541.0,,,,,0.013433418813579472
353,3,Quebec,1,2022,957155,14560,,,7375911.0,7135530.0,1.0,,,36976.0,344.0,-2994.0,,,,,0.009303331890956296
354,4,Quebec,2,2022,1045754,15293,8650692.0,2.0,7383002.0,7154729.0,2.0,0.8534579661372755,0.8270701349672374,88599.0,733.0,7091.0,0.0017678354517765746,8.473310574460402e-05,0.12088674524535147,0.010241839612368582,0.00827323107484283
355,5,Quebec,2,2022,1068198,15631,,,7381371.0,7153225.0,2.0,,,22444.0,338.0,-1631.0,,,,,0.015059704152557477
356,6,Quebec,2,2022,1089727,15752,,,7386846.0,7163818.0,2.0,,,21529.0,121.0,5475.0,,,,,0.005620326071810116
357,7,Quebec,3,2022,1147773,16199,8695659.0,3.0,7379815.0,7160009.0,3.0,0.8486780587877238,0.823400388630695,58046.0,447.0,-7031.0,0.0018628835376364229,5.140495964710668e-05,0.13199379138487377,0.006675284759901464,0.0077007890293904835
358,8,Quebec,3,2022,1175614,16569,,,6992043.0,,3.0,,,27841.0,370.0,-387772.0,,,,,0.013289752523257066
359,9,Quebec,3,2022,1196148,16756,,,7001338.0,,3.0,,,20534.0,187.0,9295.0,,,,,0.009106847180286355
360,10,Quebec,4,2022,1227241,17051,,,7007061.0,,4.0,,,31093.0,295.0,5723.0,,,,,0.009487666034155597
361,11,Quebec,4,2022,1238235,17151,,,7012548.0,,4.0,,,10994.0,100.0,5487.0,,,,,0.00909587047480444
362,2,Saskatchewan,1,2020,0,0,,,,,,,,,,,,,,,
363,3,Saskatchewan,1,2020,134,0,,,,,,,,134.0,0.0,,,,,,0.0
364,4,Saskatchewan,2,2020,349,4,1179409.0,2.0,,,,,,215.0,4.0,,3.3915291472254323e-06,3.3915291472254323e-06,0.000295910918095419,0.000182294691663367,0.018604651162790697
365,5,Saskatchewan,2,2020,645,10,,,,,,,,296.0,6.0,,,,,,0.02027027027027027
366,6,Saskatchewan,2,2020,777,13,,,,,,,,132.0,3.0,,,,,,0.022727272727272728
367,7,Saskatchewan,3,2020,1136,16,1178467.0,3.0,,,,,,359.0,3.0,,1.3576960576749285e-05,2.545680108140491e-06,0.0009639642009491992,0.00030463305294081206,0.008356545961002786
368,8,Saskatchewan,3,2020,1615,24,,,,,,,,479.0,8.0,,,,,,0.016701461377870562
369,9,Saskatchewan,3,2020,1863,24,,,,,,,,248.0,0.0,,,,,,0.0
370,10,Saskatchewan,4,2020,3144,25,1177980.0,4.0,,,,,,1281.0,1.0,,2.1222771184570197e-05,8.489108473828079e-07,0.002668975704171548,0.0010874547954973768,0.00078064012490242
371,11,Saskatchewan,4,2020,7888,45,,,,,,,,4744.0,20.0,,,,,,0.0042158516020236085
372,12,Saskatchewan,4,2020,14615,134,,,1783.0,0.0,4.0,,,6727.0,89.0,,,,,,0.01323026609186859
373,1,Saskatchewan,1,2021,23626,300,1179119.0,1.0,27229.0,3072.0,1.0,0.0230926649473038,0.0026053350001144,9011.0,166.0,25446.0,0.00025442724610493086,0.00014078307617806175,0.020036993721583657,0.007642146382171774,0.01842192875374542
374,2,Saskatchewan,1,2021,28506,385,,,46304.0,23462.0,1.0,,,4880.0,85.0,19075.0,,,,,0.017418032786885244
375,3,Saskatchewan,1,2021,32783,430,,,134582.0,36299.0,1.0,,,4277.0,45.0,88278.0,,,,,0.010521393500116905
376,4,Saskatchewan,2,2021,39683,473,1181040.0,2.0,360112.0,43598.0,2.0,0.3049109259635575,0.0369149224412382,6900.0,43.0,225530.0,0.00040049447944184787,3.640858904016799e-05,0.03360004741583689,0.0058423084738874215,0.006231884057971014
377,5,Saskatchewan,2,2021,46464,537,,,642416.0,83214.0,2.0,,,6781.0,64.0,282304.0,,,,,0.00943813596814629
378,6,Saskatchewan,2,2021,48706,566,,,709997.0,402730.0,2.0,,,2242.0,29.0,67581.0,,,,,0.012934879571810883
379,7,Saskatchewan,3,2021,50024,578,1181493.0,3.0,749397.0,648037.0,3.0,0.6342796783391861,0.5484899191108199,1318.0,12.0,39400.0,0.0004892115315114012,1.0156640792624248e-05,0.042339649917519616,0.0011155377137232298,0.009104704097116844
380,8,Saskatchewan,3,2021,53617,597,,,768596.0,687339.0,3.0,,,3593.0,19.0,19199.0,,,,,0.0052880601168939605
381,9,Saskatchewan,3,2021,64949,667,,,805652.0,722744.0,3.0,,,11332.0,70.0,37056.0,,,,,0.006177197317331451
382,10,Saskatchewan,4,2021,77494,850,1182984.0,4.0,856404.0,788759.0,4.0,0.7239354040291331,0.6667537346236297,12545.0,183.0,50752.0,0.0007185219749379535,0.0001546935546042888,0.06550722579510797,0.010604539030113679,0.014587485053806297
383,11,Saskatchewan,4,2021,80848,921,,,886161.0,825785.0,4.0,,,3354.0,71.0,29757.0,,,,,0.021168753726893263
384,12,Saskatchewan,4,2021,83086,945,,,925351.0,844535.0,4.0,,,2238.0,24.0,39190.0,,,,,0.010723860589812333
